BAK,-1.822897
BAL,0.241139
BAM,-3.019701
BAN,1.113177
BAO,-5.371076
BAP,-1.808611
BAR,1.352756
BAS,0.203926
BAT,0.344305
BAU,-2.582983
BAV,-5.147933
BAW,-2.646497
BAX,-5.658758
BAY,-1.464066
BAZ,-3.666328
BB ,-1.077198
BB',-2.663026
BBA,-1.929057
BBB,-5.658758
BBD,-4.965611
BBE,0.168225
BBI,-0.801533
BBL,-0.899437
BBO,-1.713945
BBR,-4.811460
BBS,-4.118313
BBU,-3.761638
BBY,-2.047840
BC ,-6.064223
BCA,-6.757371
BCL,-6.757371
BCO,-6.757371
BD ,-3.866999
BDC,-6.757371
BDE,-4.677929
BDI,-3.068491
BDO,-4.192421
BDR,-4.677929
BDT,-6.757371
BDU,-2.193022
BE ,3.200605
BE',-3.579317
BEA,1.613177
BEB,-6.757371
BEC,1.702617
BED,1.203302
BEE,2.264831
BEF,1.641264
BEG,1.330884
BEH,1.027103
BEI,1.380318
BEJ,-6.064223
BEK,-4.454785
BEL,1.534427
BEM,-3.666328
BEN,1.103586
BEP,-4.049320
BEQ,-2.714319
BER,1.980884
BES,1.185347
BET,1.708950
BEU,-2.112980
BEV,-3.323383
BEW,-1.494680
BEY,-0.084073
BEZ,-3.621876
BFO,-6.757371
BFR,-5.658758
BFU,-6.757371
BFX,-6.757371
BG ,-6.757371
BGO,-4.560146
BH ,-6.064223
BHA,-4.049320
BHE,-6.757371
BHI,-5.658758
BHO,-2.439882
BHR,-3.499274
BHU,-5.658758
BI ,-3.146453
BIA,-1.773764
BIB,-2.214076
BIC,-2.142250
BID,-0.238223
BIE,-1.746735
BIF,-4.965611
BIG,-0.358776
BII,-6.757371
BIJ,-5.658758
BIL,0.420412
BIM,-5.147933
BIN,0.574999
BIO,-2.630236
BIP,-4.811460
BIQ,-4.560146
BIR,0.121985
BIS,-0.397797
BIT,0.997111
BIU,-5.371076
BIV,-3.390075
BIW,-6.757371
BIZ,-4.192421
BJA,-5.658758
BJE,0.736503
BJO,-5.147933
BJU,-3.761638
BKI,-6.757371
BL ,-6.757371
BLA,1.136948
BLB,-4.811460
BLE,2.955985
BLH,-6.757371
BLI,1.319766
BLL,-6.757371
BLM,-6.757371
BLO,1.342184
BLU,0.092756
BLY,0.851996
BMA,-3.621876
BME,-3.499274
BMI,-1.929057
BN ,-6.757371
BNA,-4.965611
BNE,-3.579317
BNI,-5.658758
BNO,-3.666328
BO ,-3.231010
BO',-4.677929
BOA,0.772036
BOB,-1.808611
BOC,-4.560146
BOD,1.046065
BOE,-4.049320
BOF,-5.371076
BOG,-2.996170
BOH,-3.291635
BOI,-1.586887
BOJ,-6.757371
BOK,-5.658758
BOL,-0.297466
BOM,-2.003780
BON,0.235645
BOO,0.746470
BOP,-6.757371
BOR,0.839524
BOS,-0.156140
BOT,1.079394
BOU,2.192254
BOV,0.145372
BOW,0.079962
BOX,-0.433012
BOY,0.685122
BOZ,-6.757371
BPO,-6.064223
BPR,-6.757371
BRA,1.306951
BRB,-6.757371
BRE,1.495336
BRH,-6.757371
BRI,1.366780
BRO,1.654018
BRR,-5.658758
BRU,0.014565
BRY,-3.538495
BS ,-0.080287
BS',-5.371076
BSA,-6.064223
BSB,-5.371076
BSC,-1.136970
BSE,0.578263
BSH,-4.677929
BSI,-2.663026
BSK,-6.757371
BSM,-6.757371
BSO,-0.262105
BST,-0.241177
BSU,-1.844716
BSY,-5.658758
BT ,-0.012134
BTA,-0.958278
BTD,-6.064223
BTE,-1.252039
BTF,-2.567716
BTI,-3.231010
BTL,-1.122581
BTO,-3.712848
BTR,-3.323383
BTS,-1.830117
BTU,-5.147933
BU ,-4.811460
BUA,-6.757371
BUB,-2.387923
BUC,-0.373864
BUD,-1.547884
BUE,-3.538495
BUF,-2.508875
BUG,-2.268734
BUH,-6.757371
BUI,-0.440206
BUK,-3.202022
BUL,-0.204863
BUM,-2.338530
BUN,-0.698247
BUO,-2.494691
BUQ,-6.757371
BUR,0.756884
BUS,0.603369
BUT,3.219507
BUX,-5.371076
BUY,-1.469103
BUZ,-2.630236
BVE,-4.811460
BVI,-1.874569
BVR,-6.064223
BW ,-6.757371
BWE,-3.866999
BWO,-6.757371
BY ,3.007142
BY',-3.761638
BYA,-5.371076
BYB,-5.371076
BYC,-6.064223
BYD,-6.757371
BYE,-1.746735
BYF,-6.757371
BYG,-4.811460
BYH,-5.147933
BYI,-4.965611
BYL,-1.953349
BYM,-6.064223
BYN,-6.064223
BYP,-5.658758
BYR,-2.413565
BYS,-1.733490
BYT,-4.272464
BYW,-4.677929
